DOI,Citations
https://doi.org/10.1145/3295500.3356186,11
https://doi.org/10.1145/3295500.3356142,6
https://doi.org/10.1145/3295500.3356146,9
https://doi.org/10.1145/3295500.3356172,23
https://doi.org/10.1145/3295500.3356202,29
https://doi.org/10.1145/3295500.3356175,28
https://doi.org/10.1145/3295500.3356180,28
https://doi.org/10.1145/3295500.3356173,53
https://doi.org/10.1145/3295500.3356171,5
https://doi.org/10.1145/3295500.3356182,24
https://doi.org/10.1145/3295500.3356219,14
https://doi.org/10.1145/3295500.3356184,8
https://doi.org/10.1145/3295500.3356194,3
https://doi.org/10.1145/3295500.3356177,60
https://doi.org/10.1145/3295500.3356162,15
https://doi.org/10.1145/3295500.3356163,7
https://doi.org/10.1145/3295500.3356215,24
https://doi.org/10.1145/3295500.3356221,10
https://doi.org/10.1145/3295500.3357157,24
https://doi.org/10.1145/3295500.3356140,14
https://doi.org/10.1145/3295500.3356147,18
https://doi.org/10.1145/3295500.3356207,36
https://doi.org/10.1145/3295500.3356158,5
https://doi.org/10.1145/3295500.3356148,13
https://doi.org/10.1145/3295500.3356211,3
https://doi.org/10.1145/3295500.3356154,11
https://doi.org/10.1145/3295500.3356223,45
https://doi.org/10.1145/3295500.3356150,23
https://doi.org/10.1145/3295500.3356189,12
https://doi.org/10.1145/3295500.3356205,1
https://doi.org/10.1145/3295500.3356220,18
https://doi.org/10.1145/3295500.3356198,6
https://doi.org/10.1145/3295500.3356185,21
https://doi.org/10.1145/3295500.3356144,7
https://doi.org/10.1145/3295500.3356192,3
https://doi.org/10.1145/3295500.3356212,3
https://doi.org/10.1145/3295500.3356181,70
https://doi.org/10.1145/3295500.3356176,43
https://doi.org/10.1145/3295500.3356199,3
https://doi.org/10.1145/3295500.3356141,17
https://doi.org/10.1145/3295500.3356169,29
https://doi.org/10.1145/3295500.3356138,14
https://doi.org/10.1145/3295500.3356195,7
https://doi.org/10.1145/3295500.3356218,14
https://doi.org/10.1145/3295500.3356165,10
https://doi.org/10.1145/3295500.3356193,26
https://doi.org/10.1145/3295500.3356203,8
https://doi.org/10.1145/3295500.3356156,45
https://doi.org/10.1145/3295500.3356201,23
https://doi.org/10.1145/3295500.3356151,9
https://doi.org/10.1145/3295500.3356145,22
https://doi.org/10.1145/3295500.3356170,22
https://doi.org/10.1145/3295500.3356197,34
https://doi.org/10.1145/3295500.3356191,18
https://doi.org/10.1145/3295500.3356188,7
https://doi.org/10.1145/3295500.3356216,23
https://doi.org/10.1145/3295500.3356157,22
https://doi.org/10.1145/3295500.3356183,28
https://doi.org/10.1145/3295500.3356217,18
https://doi.org/10.1145/3295500.3356139,12
https://doi.org/10.1145/3295500.3356164,14
https://doi.org/10.1145/3295500.3356208,17
https://doi.org/10.1145/3295500.3356209,22
https://doi.org/10.1145/3295500.3356222,57
https://doi.org/10.1145/3295500.3356214,8
https://doi.org/10.1145/3295500.3356153,14
https://doi.org/10.1145/3295500.3356187,2
https://doi.org/10.1145/3295500.3356196,23
https://doi.org/10.1145/3295500.3356178,7
https://doi.org/10.1145/3295500.3356161,13
https://doi.org/10.1145/3295500.3356206,18
https://doi.org/10.1145/3295500.3356167,8
https://doi.org/10.1145/3295500.3356168,8
https://doi.org/10.1145/3295500.3356152,8
https://doi.org/10.1145/3295500.3356204,5
https://doi.org/10.1145/3295500.3356159,37
https://doi.org/10.1145/3295500.3356213,10
https://doi.org/10.1145/3295500.3356155,62
https://doi.org/10.1145/3295500.3356149,24
https://doi.org/10.1145/3295500.3356179,35
https://doi.org/10.1145/3295500.3356160,7
https://doi.org/10.1145/3295500.3356137,55
https://doi.org/10.1145/3295500.3356174,8
https://doi.org/10.1145/3295500.3356190,15
https://doi.org/10.1145/3295500.3356210,23
https://doi.org/10.1145/3295500.3356143,15
https://doi.org/10.1145/3295500.3356166,15
https://doi.org/10.1145/3295500.3357156,24
https://doi.org/10.1145/3295500.3356200,2
https://doi.org/10.1145/3295500,12
