DOI,Citations
https://doi.org/10.1145/2807591.2807651,13
https://doi.org/10.1145/2807591.2807597,1
https://doi.org/10.1145/2807591.2807628,24
https://doi.org/10.1145/2807591.2807670,68
https://doi.org/10.1145/2807591.2807668,20
https://doi.org/10.1145/2807591.2807637,35
https://doi.org/10.1145/2807591.2807662,19
https://doi.org/10.1145/2807591.2807611,44
https://doi.org/10.1145/2807591.2807636,22
https://doi.org/10.1145/2807591.2807673,15
https://doi.org/10.1145/2807591.2807633,1
https://doi.org/10.1145/2807591.2807643,37
https://doi.org/10.1145/2807591.2807609,23
https://doi.org/10.1145/2807591.2807619,23
https://doi.org/10.1145/2807591.2807623,152
https://doi.org/10.1145/2807591.2807672,28
https://doi.org/10.1145/2807591.2807646,64
https://doi.org/10.1145/2807591.2807664,62
https://doi.org/10.1145/2807591.2807612,21
https://doi.org/10.1145/2807591.2807617,22
https://doi.org/10.1145/2807591.2807627,72
https://doi.org/10.1145/2807591.2807665,16
https://doi.org/10.1145/2807591.2807644,170
https://doi.org/10.1145/2807591.2807620,70
https://doi.org/10.1145/2807591.2807596,13
https://doi.org/10.1145/2807591.2807674,43
https://doi.org/10.1145/2807591.2807638,75
https://doi.org/10.1145/2807591.2807634,11
https://doi.org/10.1145/2807591.2807599,25
https://doi.org/10.1145/2807591.2807600,39
https://doi.org/10.1145/2807591.2807667,20
https://doi.org/10.1145/2807591.2807645,0
https://doi.org/10.1145/2807591.2807652,44
https://doi.org/10.1145/2807591.2807624,77
https://doi.org/10.1145/2807591.2807660,14
https://doi.org/10.1145/2807591.2807621,18
https://doi.org/10.1145/2807591.2807659,36
https://doi.org/10.1145/2807591.2807595,9
https://doi.org/10.1145/2807591.2807632,32
https://doi.org/10.1145/2807591.2807604,26
https://doi.org/10.1145/2807591.2807606,62
https://doi.org/10.1145/2807591.2807671,48
https://doi.org/10.1145/2807591.2807594,115
https://doi.org/10.1145/2807591.2807641,3
https://doi.org/10.1145/2807591.2807610,22
https://doi.org/10.1145/2807591.2807648,46
https://doi.org/10.1145/2807591.2807656,32
https://doi.org/10.1145/2807591.2807647,15
https://doi.org/10.1145/2807591.2807613,7
https://doi.org/10.1145/2807591.2807639,7
https://doi.org/10.1145/2807591.2807649,3
https://doi.org/10.1145/2807591.2807626,111
https://doi.org/10.1145/2807591.2807625,13
https://doi.org/10.1145/2807591.2807598,12
https://doi.org/10.1145/2807591.2807603,18
https://doi.org/10.1145/2807591.2807616,42
https://doi.org/10.1145/2807591.2807640,10
https://doi.org/10.1145/2807591.2807661,5
https://doi.org/10.1145/2807591.2807676,36
https://doi.org/10.1145/2807591.2807605,4
https://doi.org/10.1145/2807591.2807677,14
https://doi.org/10.1145/2807591.2807675,102
https://doi.org/10.1145/2807591.2807642,18
https://doi.org/10.1145/2807591.2807630,5
https://doi.org/10.1145/2807591.2807653,13
https://doi.org/10.1145/2807591.2807655,67
https://doi.org/10.1145/2807591.2807607,23
https://doi.org/10.1145/2807591.2807663,25
https://doi.org/10.1145/2807591.2807618,3
https://doi.org/10.1145/2807591.2807635,55
https://doi.org/10.1145/2807591.2807622,18
https://doi.org/10.1145/2807591.2807629,85
https://doi.org/10.1145/2807591.2807654,9
https://doi.org/10.1145/2807591.2807669,17
https://doi.org/10.1145/2807591.2807666,63
https://doi.org/10.1145/2807591.2807602,29
https://doi.org/10.1145/2807591.2807658,28
https://doi.org/10.1145/2807591.2807615,4
https://doi.org/10.1145/2807591.2807650,40
https://doi.org/10.1145/2807591.2807631,14
https://doi.org/10.1145/2807591.2807614,49
https://doi.org/10.1145/2807591.2807608,8
https://doi.org/10.1145/2807591.2807601,22
