DOI,Citations
https://doi.org/10.1145/3126908.3126911,22
https://doi.org/10.1145/3126908.3126918,11
https://doi.org/10.1145/3126908.3126933,35
https://doi.org/10.1145/3126908.3126954,31
https://doi.org/10.1145/3126908.3126955,24
https://doi.org/10.1145/3126908.3126919,6
https://doi.org/10.1145/3126908.3126936,25
https://doi.org/10.1145/3126908.3126926,58
https://doi.org/10.1145/3126908.3126959,11
https://doi.org/10.1145/3126908.3126927,7
https://doi.org/10.1145/3126908.3126910,71
https://doi.org/10.1145/3126908.3126909,39
https://doi.org/10.1145/3126908.3126972,32
https://doi.org/10.1145/3126908.3126930,9
https://doi.org/10.1145/3126908.3126935,14
https://doi.org/10.1145/3126908.3126961,6
https://doi.org/10.1145/3126908.3126937,95
https://doi.org/10.1145/3126908.3126947,102
https://doi.org/10.1145/3126908.3126970,44
https://doi.org/10.1145/3126908.3126942,6
https://doi.org/10.1145/3126908.3126967,25
https://doi.org/10.1145/3126908.3126917,16
https://doi.org/10.1145/3126908.3126941,24
https://doi.org/10.1145/3126908.3126965,43
https://doi.org/10.1145/3126908.3126943,32
https://doi.org/10.1145/3126908.3126916,49
https://doi.org/10.1145/3126908.3126950,15
https://doi.org/10.1145/3126908.3126951,37
https://doi.org/10.1145/3126908.3126938,6
https://doi.org/10.1145/3126908.3126964,322
https://doi.org/10.1145/3126908.3126931,42
https://doi.org/10.1145/3126908.3126928,26
https://doi.org/10.1145/3126908.3126915,24
https://doi.org/10.1145/3126908.3126958,48
https://doi.org/10.1145/3126908.3126924,17
https://doi.org/10.1145/3126908.3126969,33
https://doi.org/10.1145/3126908.3126952,4
https://doi.org/10.1145/3126908.3126956,9
https://doi.org/10.1145/3126908.3126944,10
https://doi.org/10.1145/3126908.3126960,44
https://doi.org/10.1145/3126908.3126914,5
https://doi.org/10.1145/3126908.3126925,87
https://doi.org/10.1145/3126908.3126957,3
https://doi.org/10.1145/3126908.3126932,19
https://doi.org/10.1145/3126908.3126963,20
https://doi.org/10.1145/3126908.3126929,24
https://doi.org/10.1145/3126908.3126949,12
https://doi.org/10.1145/3126908.3126971,65
https://doi.org/10.1145/3126908.3126945,14
https://doi.org/10.1145/3126908.3126962,6
https://doi.org/10.1145/3126908.3126922,13
https://doi.org/10.1145/3126908.3126939,19
https://doi.org/10.1145/3126908.3126948,54
https://doi.org/10.1145/3126908.3126968,3
https://doi.org/10.1145/3126908.3126946,11
https://doi.org/10.1145/3126908.3126940,15
https://doi.org/10.1145/3126908.3126966,4
https://doi.org/10.1145/3126908.3126953,39
https://doi.org/10.1145/3126908.3126934,7
https://doi.org/10.1145/3126908.3126923,56
https://doi.org/10.1145/3126908.3126912,58
https://doi.org/10.1145/3126908.3126921,13
https://doi.org/10.1145/3126908.3126920,13
https://doi.org/10.1145/3126908.3126913,12
https://doi.org/10.1145/3126908,0
