DOI,Citations
https://doi.org/10.1109/SC41404.2022.00031,1
https://doi.org/10.1109/SC41404.2022.00051,6
https://doi.org/10.1109/SC41404.2022.00046,2
https://doi.org/10.1109/SC41404.2022.00012,2
https://doi.org/10.1109/SC41404.2022.00014,1
https://doi.org/10.1109/SC41404.2022.00034,2
https://doi.org/10.1109/SC41404.2022.00078,2
https://doi.org/10.1109/SC41404.2022.00048,0
https://doi.org/10.1109/SC41404.2022.00092,0
https://doi.org/10.1109/SC41404.2022.00085,0
https://doi.org/10.1109/SC41404.2022.00007,2
https://doi.org/10.1109/SC41404.2022.00055,1
https://doi.org/10.1109/SC41404.2022.00050,3
https://doi.org/10.1109/SC41404.2022.00089,0
https://doi.org/10.1109/SC41404.2022.00060,0
https://doi.org/10.1109/SC41404.2022.00037,0
https://doi.org/10.1109/SC41404.2022.00029,1
https://doi.org/10.1109/SC41404.2022.00071,5
https://doi.org/10.1109/SC41404.2022.00008,13
https://doi.org/10.1109/SC41404.2022.00032,2
https://doi.org/10.1109/SC41404.2022.00080,1
https://doi.org/10.1109/SC41404.2022.00047,3
https://doi.org/10.1109/SC41404.2022.00074,2
https://doi.org/10.1109/SC41404.2022.00040,0
https://doi.org/10.1109/SC41404.2022.00015,1
https://doi.org/10.1109/SC41404.2022.00077,1
https://doi.org/10.1109/SC41404.2022.00016,1
https://doi.org/10.1109/SC41404.2022.00010,0
https://doi.org/10.1109/SC41404.2022.00033,0
https://doi.org/10.1109/SC41404.2022.00022,3
https://doi.org/10.1109/SC41404.2022.00009,1
https://doi.org/10.1109/SC41404.2022.00021,0
https://doi.org/10.1109/SC41404.2022.00035,0
https://doi.org/10.1109/SC41404.2022.00068,0
https://doi.org/10.1109/SC41404.2022.00057,0
https://doi.org/10.1109/SC41404.2022.00066,4
https://doi.org/10.1109/SC41404.2022.00025,1
https://doi.org/10.1109/SC41404.2022.00011,0
https://doi.org/10.1109/SC41404.2022.00049,0
https://doi.org/10.1109/SC41404.2022.00038,2
https://doi.org/10.1109/SC41404.2022.00017,3
https://doi.org/10.1109/SC41404.2022.00056,0
https://doi.org/10.1109/SC41404.2022.00091,0
https://doi.org/10.1109/SC41404.2022.00090,0
https://doi.org/10.1109/SC41404.2022.00042,2
https://doi.org/10.1109/SC41404.2022.00081,2
https://doi.org/10.1109/SC41404.2022.00067,3
https://doi.org/10.1109/SC41404.2022.00028,1
https://doi.org/10.1109/SC41404.2022.00083,3
https://doi.org/10.1109/SC41404.2022.00088,1
https://doi.org/10.1109/SC41404.2022.00062,0
https://doi.org/10.1109/SC41404.2022.00079,1
https://doi.org/10.1109/SC41404.2022.00065,2
https://doi.org/10.1109/SC41404.2022.00052,0
https://doi.org/10.1109/SC41404.2022.00036,0
https://doi.org/10.1109/SC41404.2022.00084,0
https://doi.org/10.1109/SC41404.2022.00072,1
https://doi.org/10.1109/SC41404.2022.00020,2
https://doi.org/10.1109/SC41404.2022.00073,1
https://doi.org/10.1109/SC41404.2022.00045,0
https://doi.org/10.1109/SC41404.2022.00061,1
https://doi.org/10.1109/SC41404.2022.00026,2
https://doi.org/10.1109/SC41404.2022.00027,3
https://doi.org/10.1109/SC41404.2022.00069,0
https://doi.org/10.1109/SC41404.2022.00063,1
https://doi.org/10.1109/SC41404.2022.00006,0
https://doi.org/10.1109/SC41404.2022.00019,7
https://doi.org/10.1109/SC41404.2022.00070,2
https://doi.org/10.1109/SC41404.2022.00044,1
https://doi.org/10.1109/SC41404.2022.00076,2
https://doi.org/10.1109/SC41404.2022.00024,1
https://doi.org/10.1109/SC41404.2022.00013,0
https://doi.org/10.1109/SC41404.2022.00075,1
https://doi.org/10.1109/SC41404.2022.00043,6
https://doi.org/10.1109/SC41404.2022.00058,1
https://doi.org/10.1109/SC41404.2022.00018,0
https://doi.org/10.1109/SC41404.2022.00087,1
https://doi.org/10.1109/SC41404.2022.00064,1
https://doi.org/10.1109/SC41404.2022.00059,1
https://doi.org/10.1109/SC41404.2022.00041,5
https://doi.org/10.1109/SC41404.2022.00039,0
https://doi.org/10.1109/SC41404.2022.00082,0
https://doi.org/10.1109/SC41404.2022.00023,2
https://doi.org/10.1109/SC41404.2022.00086,1
https://doi.org/10.1109/SC41404.2022.00054,1
https://doi.org/10.1109/SC41404.2022.00053,3
https://doi.org/10.1109/SC41404.2022.00030,1
https://doi.org/10.1109/SC41404.2022,0
